anio,provincia_id,categorias,sexo,grupo_edad,cantidad
2016,90,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,111.0
2008,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,4.0
2005,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,10.0
2013,46,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,31.0
2014,18,Enfermedades infecciosas y parasitarias ,femenino,55-74,26.0
2015,22,Enfermedades infecciosas y parasitarias ,femenino,55-74,57.0
2017,70,Enfermedades infecciosas y parasitarias ,masculino,55-74,24.0
2017,50,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,88.0
2020,14,Enfermedades infecciosas y parasitarias ,femenino,55-74,73.0
2018,38,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,80.0
2011,50,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,40.0
2016,30,Enfermedades infecciosas y parasitarias ,masculino,55-74,73.0
2012,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,86.0
2009,42,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,22.0
2019,30,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,74.0
2019,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,122.0
2012,54,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,54.0
2005,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,30.0
2017,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,50.0
2011,66,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,78.0
2020,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,26.0
2005,50,Enfermedades infecciosas y parasitarias ,masculino,15-34,10.0
2017,30,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,71.0
2010,18,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,68.0
2012,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,67.0
2013,38,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,62.0
2017,74,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,21.0
2009,74,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,6.0
2022,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,80.0
2006,66,Enfermedades infecciosas y parasitarias ,masculino,55-74,100.0
2010,38,Enfermedades infecciosas y parasitarias ,masculino,55-74,61.0
2007,46,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,28.0
2009,66,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,75.0
2019,10,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,31.0
2018,74,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,15.0
2007,22,Enfermedades infecciosas y parasitarias ,femenino,55-74,42.0
2017,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,21.0
2014,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,7.0
2008,86,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,74.0
2007,86,Enfermedades infecciosas y parasitarias ,masculino,35-54,28.0
2005,38,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,40.0
2016,26,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,15.0
2007,62,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,28.0
2019,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,38.0
2005,66,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,131.0
2007,22,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,62.0
2016,90,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,160.0
2018,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,62.0
2010,66,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,47.0
2016,18,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,77.0
2021,42,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,21.0
2015,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,31.0
2007,86,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,83.0
2016,62,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,30.0
2010,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,84.0
2016,50,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,88.0
2017,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,44.0
2016,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,11.0
2014,86,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,57.0
2014,10,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,31.0
2014,46,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,18.0
2020,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,47.0
2009,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,14.0
2008,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,33.0
2005,10,Enfermedades infecciosas y parasitarias ,femenino,Sin Información,1.0
2011,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,31.0
2018,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,16.0
2018,6,Enfermedades infecciosas y parasitarias ,masculino,Sin Información,57.0
2006,90,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,85.0
2013,74,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,6.0
2016,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,19.0
2005,62,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,16.0
2013,34,Enfermedades infecciosas y parasitarias ,femenino,35-54,9.0
2014,82,Enfermedades infecciosas y parasitarias ,masculino,35-54,108.0
2015,54,Enfermedades infecciosas y parasitarias ,masculino,35-54,31.0
2010,38,Enfermedades infecciosas y parasitarias ,masculino,35-54,22.0
2022,6,Enfermedades infecciosas y parasitarias ,masculino,35-54,516.0
2008,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,12.0
2009,2,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,514.0
2014,38,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,62.0
2009,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,21.0
2007,10,Enfermedades infecciosas y parasitarias ,masculino,55-74,20.0
2009,22,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,80.0
2010,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,5.0
2012,86,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,75.0
2011,14,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,133.0
2014,94,Enfermedades infecciosas y parasitarias ,masculino,55-74,5.0
2008,54,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,32.0
2007,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,75.0
2005,70,Enfermedades infecciosas y parasitarias ,masculino,35-54,15.0
2014,14,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,95.0
2008,82,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,252.0
2009,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,41.0
2011,34,Enfermedades infecciosas y parasitarias ,masculino,55-74,34.0
2007,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,30.0
2012,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,12.0
2018,22,Enfermedades infecciosas y parasitarias ,masculino,35-54,29.0
2011,58,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,13.0
2020,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,26.0
2010,10,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,70.0
2015,62,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,35.0
2008,82,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,153.0
2022,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,100.0
2019,26,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,25.0
2013,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,97.0
2005,90,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,155.0
2011,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,25.0
2010,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,27.0
2012,2,Enfermedades infecciosas y parasitarias ,masculino,55-74,160.0
2015,66,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,52.0
2010,42,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,16.0
2010,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,23.0
2012,38,Enfermedades infecciosas y parasitarias ,femenino,55-74,46.0
2005,66,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,174.0
2015,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,60.0
2022,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,33.0
2010,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,92.0
2012,70,Enfermedades infecciosas y parasitarias ,femenino,55-74,32.0
2017,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,22.0
2006,62,Enfermedades infecciosas y parasitarias ,femenino,55-74,13.0
2018,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,9.0
2019,6,Enfermedades infecciosas y parasitarias ,femenino,35-54,286.0
2020,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,60.0
2013,82,Enfermedades infecciosas y parasitarias ,femenino,35-54,52.0
2012,90,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,59.0
2017,34,Enfermedades infecciosas y parasitarias ,masculino,55-74,27.0
2007,38,Enfermedades infecciosas y parasitarias ,masculino,55-74,63.0
2012,66,Enfermedades infecciosas y parasitarias ,femenino,35-54,28.0
2013,66,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,78.0
2019,90,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,121.0
2009,6,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,2221.0
2011,70,Enfermedades infecciosas y parasitarias ,masculino,55-74,20.0
2009,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,10.0
2011,2,Enfermedades infecciosas y parasitarias ,masculino,55-74,153.0
2018,6,Enfermedades infecciosas y parasitarias ,masculino,35-54,479.0
2017,22,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,63.0
2012,70,Enfermedades infecciosas y parasitarias ,femenino,35-54,5.0
2017,90,Enfermedades infecciosas y parasitarias ,femenino,55-74,120.0
2017,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,29.0
2006,74,Enfermedades infecciosas y parasitarias ,masculino,35-54,8.0
2005,54,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,31.0
2006,54,Enfermedades infecciosas y parasitarias ,femenino,55-74,32.0
2005,86,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,52.0
2006,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,27.0
2007,14,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,152.0
2005,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,23.0
2006,42,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,22.0
2006,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,79.0
2007,18,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,68.0
2013,86,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,53.0
2005,18,Enfermedades infecciosas y parasitarias ,femenino,35-54,14.0
2017,99,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,6.0
2016,99,Enfermedades infecciosas y parasitarias ,femenino,55-74,6.0
2019,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,21.0
2022,54,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,8.0
2007,90,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,111.0
2015,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,34.0
2011,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,13.0
2009,6,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,1368.0
2019,34,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,41.0
2020,86,Enfermedades infecciosas y parasitarias ,masculino,55-74,60.0
2013,14,Enfermedades infecciosas y parasitarias ,masculino,55-74,121.0
2016,58,Enfermedades infecciosas y parasitarias ,femenino,35-54,6.0
2011,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,22.0
2018,99,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,13.0
2019,6,Enfermedades infecciosas y parasitarias ,masculino,35-54,469.0
2021,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,45.0
2010,34,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,46.0
2020,6,Enfermedades infecciosas y parasitarias ,desconocido,75 o mas,54.0
2012,34,Enfermedades infecciosas y parasitarias ,femenino,35-54,9.0
2014,54,Enfermedades infecciosas y parasitarias ,masculino,35-54,28.0
2021,18,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,40.0
2017,42,Enfermedades infecciosas y parasitarias ,femenino,35-54,4.0
2013,62,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,37.0
2016,6,Enfermedades infecciosas y parasitarias ,masculino,Sin Información,46.0
2014,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,25.0
2005,2,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,418.0
2022,86,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,44.0
2019,54,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,7.0
2008,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,98.0
2019,70,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,42.0
2008,66,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,103.0
2013,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,26.0
2019,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,99.0
2005,46,Enfermedades infecciosas y parasitarias ,masculino,55-74,16.0
2010,86,Enfermedades infecciosas y parasitarias ,masculino,Sin Información,5.0
2022,82,Enfermedades infecciosas y parasitarias ,masculino,35-54,75.0
2008,74,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,11.0
2020,30,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,64.0
2005,22,Enfermedades infecciosas y parasitarias ,masculino,55-74,65.0
2022,82,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,535.0
2010,6,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,2176.0
2022,50,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,50.0
2010,54,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,59.0
2009,38,Enfermedades infecciosas y parasitarias ,masculino,55-74,64.0
2005,10,Enfermedades infecciosas y parasitarias ,masculino,55-74,19.0
2005,10,Enfermedades infecciosas y parasitarias ,femenino,55-74,11.0
2013,2,Enfermedades infecciosas y parasitarias ,femenino,55-74,121.0
2013,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,36.0
2022,14,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,140.0
2022,14,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,107.0
2006,22,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,83.0
2016,99,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,11.0
2010,2,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,637.0
2014,30,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,119.0
2018,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,44.0
2019,58,Enfermedades infecciosas y parasitarias ,femenino,55-74,10.0
2014,62,Enfermedades infecciosas y parasitarias ,masculino,55-74,40.0
2016,10,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,22.0
2010,86,Enfermedades infecciosas y parasitarias ,masculino,55-74,68.0
2011,66,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,80.0
2005,38,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,45.0
2018,22,Enfermedades infecciosas y parasitarias ,masculino,55-74,78.0
2008,18,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,57.0
2011,54,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,60.0
2020,94,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,2.0
2014,6,Enfermedades infecciosas y parasitarias ,masculino,55-74,1259.0
2011,30,Enfermedades infecciosas y parasitarias ,masculino,55-74,66.0
2008,18,Enfermedades infecciosas y parasitarias ,femenino,55-74,32.0
2006,30,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,43.0
2013,90,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,63.0
2008,78,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,14.0
2021,94,Enfermedades infecciosas y parasitarias ,masculino,15-34,2.0
2022,58,Enfermedades infecciosas y parasitarias ,masculino,55-74,11.0
2018,34,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,24.0
2017,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,81.0
2010,74,Enfermedades infecciosas y parasitarias ,femenino,55-74,7.0
2006,66,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,96.0
2020,10,Enfermedades infecciosas y parasitarias ,femenino,55-74,15.0
2021,86,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,55.0
2006,94,Enfermedades infecciosas y parasitarias ,masculino,55-74,5.0
2013,18,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,41.0
2010,6,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,1364.0
2013,14,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,108.0
2010,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,49.0
2010,2,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,294.0
2011,38,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,38.0
2013,6,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,1356.0
2006,38,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,43.0
2005,6,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,1236.0
2014,82,Enfermedades infecciosas y parasitarias ,femenino,55-74,118.0
2007,62,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,16.0
2014,66,Enfermedades infecciosas y parasitarias ,femenino,55-74,56.0
2022,10,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,74.0
2009,14,Enfermedades infecciosas y parasitarias ,femenino,55-74,61.0
2007,54,Enfermedades infecciosas y parasitarias ,femenino,55-74,37.0
2016,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,42.0
2005,26,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,22.0
2009,70,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,22.0
2017,90,Enfermedades infecciosas y parasitarias ,masculino,55-74,147.0
2015,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,54.0
2008,50,Enfermedades infecciosas y parasitarias ,femenino,55-74,17.0
2005,54,Enfermedades infecciosas y parasitarias ,masculino,55-74,51.0
2017,86,Enfermedades infecciosas y parasitarias ,masculino,55-74,67.0
2019,58,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,9.0
2008,38,Enfermedades infecciosas y parasitarias ,femenino,55-74,39.0
2008,2,Enfermedades infecciosas y parasitarias ,masculino,55-74,132.0
2013,22,Enfermedades infecciosas y parasitarias ,femenino,75 o mas,105.0
2017,6,Enfermedades infecciosas y parasitarias ,desconocido,75 o mas,19.0
2006,70,Enfermedades infecciosas y parasitarias ,femenino,35-54,9.0
2015,74,Enfermedades infecciosas y parasitarias ,masculino,75 o mas,6.0
2008,86,Enfermedades infecciosas y parasitarias ,femenino,55-74,59.0
2013,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,6.0
2011,2,Enfermedades infecciosas y parasitarias ,masculino,0-14,11.0
2011,26,Enfermedades infecciosas y parasitarias ,femenino,0-14,1.0
2011,82,Enfermedades infecciosas y parasitarias ,femenino,0-14,16.0
2014,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,11.0
2009,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,15.0
2010,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,14.0
2014,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,12.0
2011,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2019,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2009,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,8.0
2005,46,Enfermedades infecciosas y parasitarias ,masculino,0-14,6.0
2015,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,15.0
2022,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,10.0
2016,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,8.0
2006,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2008,42,Enfermedades infecciosas y parasitarias ,masculino,0-14,2.0
2016,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2005,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,23.0
2012,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,9.0
2020,90,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2005,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2012,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2021,50,Enfermedades infecciosas y parasitarias ,masculino,0-14,1.0
2006,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,6.0
2016,14,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2006,66,Enfermedades infecciosas y parasitarias ,masculino,0-14,30.0
2006,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,16.0
2005,62,Enfermedades infecciosas y parasitarias ,masculino,0-14,5.0
2011,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2008,70,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2005,90,Enfermedades infecciosas y parasitarias ,masculino,0-14,15.0
2007,86,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2009,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,17.0
2005,10,Enfermedades infecciosas y parasitarias ,masculino,0-14,1.0
2022,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2013,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,11.0
2008,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,4.0
2013,2,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2006,38,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2005,50,Enfermedades infecciosas y parasitarias ,masculino,0-14,6.0
2010,86,Enfermedades infecciosas y parasitarias ,masculino,0-14,14.0
2006,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,21.0
2020,10,Enfermedades infecciosas y parasitarias ,femenino,0-14,1.0
2014,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2021,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,13.0
2017,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,2.0
2006,14,Enfermedades infecciosas y parasitarias ,masculino,0-14,11.0
2010,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2016,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,19.0
2006,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,10.0
2014,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2013,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,9.0
2022,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2008,38,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2006,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,12.0
2015,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,10.0
2010,86,Enfermedades infecciosas y parasitarias ,femenino,0-14,7.0
2011,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,8.0
2011,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,6.0
2007,10,Enfermedades infecciosas y parasitarias ,masculino,0-14,5.0
2005,70,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2005,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,11.0
2009,14,Enfermedades infecciosas y parasitarias ,masculino,0-14,12.0
2022,22,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2012,66,Enfermedades infecciosas y parasitarias ,femenino,0-14,17.0
2005,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,13.0
2011,22,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2017,62,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2015,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,16.0
2013,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2008,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,14.0
2014,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,10.0
2005,18,Enfermedades infecciosas y parasitarias ,masculino,0-14,14.0
2013,46,Enfermedades infecciosas y parasitarias ,femenino,0-14,3.0
2016,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,14.0
2015,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2007,82,Enfermedades infecciosas y parasitarias ,femenino,0-14,7.0
2009,38,Enfermedades infecciosas y parasitarias ,femenino,0-14,6.0
2008,50,Enfermedades infecciosas y parasitarias ,femenino,0-14,6.0
2006,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,19.0
2020,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,6.0
2013,58,Enfermedades infecciosas y parasitarias ,femenino,0-14,3.0
2015,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2019,14,Enfermedades infecciosas y parasitarias ,masculino,0-14,8.0
2012,38,Enfermedades infecciosas y parasitarias ,femenino,0-14,12.0
2009,54,Enfermedades infecciosas y parasitarias ,femenino,0-14,13.0
2017,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,7.0
2006,62,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2009,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,14.0
2012,46,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2014,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2012,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,16.0
2014,22,Enfermedades infecciosas y parasitarias ,femenino,0-14,12.0
2009,42,Enfermedades infecciosas y parasitarias ,masculino,0-14,3.0
2016,66,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2018,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,8.0
2022,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,7.0
2015,70,Enfermedades infecciosas y parasitarias ,femenino,0-14,2.0
2015,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,9.0
2006,86,Enfermedades infecciosas y parasitarias ,masculino,0-14,13.0
2015,66,Enfermedades infecciosas y parasitarias ,masculino,0-14,14.0
2022,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,15.0
2007,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,19.0
2009,66,Enfermedades infecciosas y parasitarias ,femenino,0-14,20.0
2012,34,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2010,66,Enfermedades infecciosas y parasitarias ,femenino,0-14,17.0
2015,54,Enfermedades infecciosas y parasitarias ,masculino,0-14,9.0
2017,90,Enfermedades infecciosas y parasitarias ,masculino,0-14,4.0
2005,22,Enfermedades infecciosas y parasitarias ,masculino,0-14,20.0
2013,82,Enfermedades infecciosas y parasitarias ,masculino,0-14,16.0
2007,34,Enfermedades infecciosas y parasitarias ,femenino,0-14,17.0
2015,14,Enfermedades infecciosas y parasitarias ,femenino,0-14,5.0
2015,22,Enfermedades infecciosas y parasitarias ,masculino,0-14,17.0
2014,18,Enfermedades infecciosas y parasitarias ,femenino,0-14,10.0
